Municipio,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
313120,10,5,8,4,4,8,7,4,4,3,5,3,5,3,2,3,1,2
313130,54,40,45,53,40,42,47,58,44,51,39,41,32,29,35,35,25,27
313140,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
313150,3,5,2,2,1,0,1,1,0,2,2,2,2,0,1,0,1,3
313160,1,1,1,2,0,1,2,5,1,1,2,3,1,1,2,3,1,1
313170,34,41,35,23,18,31,28,18,21,16,22,24,17,20,21,17,21,10
313180,5,2,3,4,7,3,3,3,4,2,1,0,2,1,3,3,2,0
313190,11,9,5,14,10,13,10,7,14,9,12,8,9,5,8,4,7,5
313200,1,1,0,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0
313210,4,11,15,6,6,4,3,3,2,7,5,3,3,4,2,2,6,5
313220,4,11,2,4,0,1,2,4,0,0,2,1,3,3,3,5,2,2
313230,5,3,3,6,6,8,6,5,3,4,5,1,2,3,6,7,2,1
313240,40,33,24,25,18,21,30,21,24,19,21,18,7,16,11,12,9,14
313250,8,4,12,10,13,8,12,6,10,14,7,10,7,7,7,8,6,4
313260,2,0,1,0,3,0,0,1,2,0,0,0,0,0,3,1,0,0
313270,7,17,8,10,11,9,5,12,13,5,7,5,5,2,1,4,6,6
313280,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0
313290,5,6,2,3,4,2,3,1,2,0,1,4,2,1,0,1,1,1
313300,5,3,1,4,3,2,1,0,2,1,1,1,2,2,0,1,2,2
313310,1,1,3,2,0,4,1,1,0,2,1,3,1,3,2,3,5,0
313320,4,4,4,5,5,3,5,2,1,1,1,3,3,0,3,1,5,0
313330,5,4,4,11,9,11,7,4,5,9,5,7,4,0,4,2,2,4
313340,2,1,1,0,0,1,2,1,5,1,3,1,3,1,0,0,0,1
313350,10,4,4,4,6,3,4,3,3,4,4,1,1,1,2,2,2,3
313360,0,1,3,3,3,1,1,2,2,1,3,0,0,0,2,0,1,4
313370,0,3,1,2,2,8,2,2,0,2,0,3,2,0,2,4,0,3
313375,2,3,1,3,4,2,3,2,4,0,4,2,2,1,2,3,1,1
313380,22,19,15,22,15,15,17,15,10,10,14,16,7,17,9,9,14,12
313390,5,1,2,2,1,1,0,1,0,3,0,1,1,0,0,0,1,2
313400,6,2,5,2,5,4,2,6,2,2,5,2,1,2,3,3,3,2
313410,0,1,1,0,2,0,2,0,0,0,1,1,0,1,1,2,0,0
313420,30,36,27,14,24,16,18,14,19,14,15,7,17,12,7,19,15,13
313430,3,0,3,0,3,2,1,1,2,1,0,3,1,1,0,0,2,0
313440,10,7,2,4,6,7,3,5,6,4,6,5,4,7,9,6,8,3
313450,1,1,0,0,1,1,1,1,0,0,0,0,0,1,2,2,1,1
313460,4,4,4,7,5,5,3,1,3,0,1,2,2,5,1,3,2,6
313470,10,4,6,7,0,4,5,2,4,5,2,2,4,3,2,3,2,0
313480,1,1,1,0,0,0,2,0,0,0,2,0,3,0,1,0,2,1
313490,5,9,9,3,8,2,2,0,4,5,2,7,3,2,5,2,3,4
313500,0,1,1,0,1,1,1,0,0,0,0,2,1,0,0,0,1,1
313505,3,5,15,16,11,7,13,5,7,7,4,3,7,6,4,9,6,7
313507,1,0,1,2,1,1,3,2,1,1,0,3,1,0,0,0,1,1
313510,19,22,14,25,19,14,16,4,9,9,10,8,13,14,9,13,12,7
313520,15,12,14,15,14,13,12,9,16,10,14,13,15,13,24,20,20,12
313530,0,1,0,1,2,1,2,0,0,0,0,1,0,1,3,2,0,1
313535,0,1,3,0,0,2,2,2,2,0,0,1,1,0,1,1,1,1
313540,1,1,0,2,3,3,0,2,2,2,2,1,1,0,0,0,0,0
313545,0,1,1,3,2,3,4,2,2,0,0,0,0,2,1,1,0,0
313550,5,1,2,3,6,5,6,3,4,1,3,0,3,1,2,0,0,3
313560,2,4,3,4,8,4,3,2,3,2,1,2,2,0,2,2,1,0
313570,1,2,0,0,0,2,1,0,0,0,0,2,3,1,3,1,0,1
313580,12,14,8,12,5,4,4,9,3,6,1,7,4,5,6,3,1,5
313590,1,1,1,1,2,1,2,0,1,0,0,2,0,0,1,1,0,1
313600,8,3,2,6,7,2,4,2,6,3,3,6,1,6,3,6,4,2
313610,4,3,1,1,1,0,0,1,1,2,0,2,0,0,0,0,0,1
313620,31,18,19,20,7,16,20,10,12,14,13,12,15,9,17,15,10,13
313630,11,8,8,8,11,9,12,16,12,5,8,8,8,10,10,13,11,5
313640,0,1,2,0,2,0,1,0,0,1,1,1,1,2,1,1,0,1
313650,8,3,1,2,2,1,0,3,3,3,2,1,2,2,6,0,1,3
313652,0,1,0,2,1,2,3,1,1,2,1,1,0,0,1,1,2,1
313655,2,0,2,2,2,0,0,1,0,0,0,0,1,1,0,0,2,2
313657,2,1,2,2,2,0,1,5,0,1,0,1,1,0,1,0,0,2
313665,8,1,7,6,4,3,7,1,4,4,2,1,2,5,3,4,2,4
313670,181,175,126,140,146,115,105,94,108,100,111,90,97,86,97,80,77,68
313680,2,0,0,1,2,2,1,0,0,2,0,2,0,1,1,0,0,1
313690,6,2,3,3,2,1,1,1,1,1,0,3,2,1,1,0,1,3
313695,0,0,2,1,2,1,0,2,0,1,1,2,2,2,2,3,0,0
313700,4,2,3,4,13,10,9,9,7,13,5,6,3,3,5,2,4,3
313710,1,2,1,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0
313720,9,5,11,9,13,9,14,13,10,6,6,8,6,6,5,3,10,5
313730,5,2,1,0,2,1,1,0,2,1,3,1,1,3,0,4,0,0
313740,5,3,2,6,3,2,5,7,1,6,3,2,3,1,1,4,2,4
313750,6,4,1,2,3,7,4,1,4,1,5,3,1,3,2,1,2,5
313753,0,1,0,1,1,0,0,2,2,1,0,2,0,2,0,3,1,1
313760,4,20,13,15,12,14,13,8,10,4,3,14,9,9,8,8,11,12
313770,16,10,12,9,11,1,9,4,3,2,4,4,5,4,4,2,1,3
313780,3,3,5,4,6,4,5,1,3,1,2,1,4,2,2,3,1,3
313790,0,1,1,2,2,3,0,2,2,0,0,0,1,1,1,1,1,0
313800,1,0,0,0,2,4,0,0,1,0,0,1,0,1,0,0,1,0
313810,3,3,4,3,0,3,1,1,2,1,0,1,0,2,5,1,0,0
313820,36,21,26,14,17,13,19,14,20,21,9,13,25,17,17,17,14,26
313830,0,0,2,1,2,0,0,1,1,1,0,0,0,0,1,1,1,2
313835,2,0,0,0,2,2,1,3,3,3,0,0,0,0,0,0,0,0
313840,16,15,12,14,15,9,10,8,6,6,8,9,16,13,10,4,3,4
313850,0,1,2,0,2,1,1,1,1,0,2,0,2,1,0,1,1,2
313860,10,3,3,4,2,5,4,4,3,0,2,3,3,1,4,5,2,0
313862,1,2,1,0,1,1,0,0,0,0,2,2,1,1,1,2,1,2
313865,0,4,3,3,2,3,6,0,1,0,2,1,2,1,0,1,2,1
313867,0,1,4,1,1,2,1,2,2,1,1,2,1,1,0,1,0,2
313868,0,1,2,0,2,1,1,2,1,0,1,0,1,1,2,5,2,2
313870,3,0,1,5,0,2,3,0,0,2,0,1,0,0,2,0,0,1
313880,6,4,2,5,1,2,4,2,3,3,4,2,4,3,2,1,3,3
313890,4,4,4,0,1,4,0,2,2,1,2,1,1,2,2,1,2,0
313900,13,22,12,14,8,8,5,10,7,9,9,11,5,7,1,9,3,12
313910,1,2,1,2,0,0,1,1,1,1,1,1,0,0,0,1,0,1
313920,11,4,9,11,15,14,9,3,6,9,5,2,6,6,8,4,3,2
313925,0,1,0,1,3,0,1,1,2,0,1,2,0,1,1,0,0,0
313930,16,6,9,15,10,13,9,7,11,10,7,7,5,6,4,5,7,9
313940,68,55,32,28,29,26,26,23,30,20,21,16,17,18,17,12,12,17
313950,13,10,8,12,8,8,6,7,10,3,4,7,2,4,3,8,4,2
313960,19,8,8,6,7,7,7,6,9,6,6,5,8,3,1,5,5,3
313980,3,6,4,7,5,5,5,4,3,3,1,3,6,2,2,3,3,3
313970,0,2,0,3,2,2,1,0,1,3,1,1,0,0,0,6,0,1
313990,4,5,9,3,6,1,2,6,5,7,3,4,1,0,2,2,1,1
314000,26,17,25,18,12,20,19,12,8,5,8,12,10,3,12,10,12,11
314010,3,2,1,2,1,1,2,2,1,0,2,1,1,1,0,0,4,2
314015,3,4,1,4,7,1,3,3,3,1,4,2,6,3,3,5,2,3
314020,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,2,0,0
314030,1,0,2,2,0,1,0,0,3,0,0,1,1,0,0,0,2,2
314040,3,1,2,1,2,0,1,2,1,2,1,0,1,1,0,0,0,0
314050,3,5,3,4,4,2,4,2,2,2,1,3,2,0,3,5,4,2
314053,3,1,4,3,1,1,3,1,2,0,0,2,2,2,3,2,2,1
314055,1,0,4,3,2,1,2,7,3,1,0,3,1,1,0,1,0,1
314060,6,0,3,1,2,1,2,0,5,1,1,3,0,1,0,0,2,1
314070,5,8,7,8,4,4,6,6,6,4,4,7,3,0,8,2,2,5
317150,1,1,0,1,1,1,2,1,0,2,5,1,0,0,2,0,1,0
314080,5,3,5,1,5,2,2,4,2,4,5,0,1,6,2,0,0,3
314085,3,1,4,2,2,5,7,2,2,3,1,1,0,2,4,0,0,1
314090,5,13,13,10,21,9,8,5,4,12,4,5,5,4,4,1,4,6
314100,0,4,4,2,2,1,2,1,4,0,1,0,1,0,1,1,1,5
314110,6,8,8,6,3,10,8,5,5,7,4,6,3,4,9,7,6,7
314120,1,0,2,0,1,1,0,0,1,0,0,1,2,3,1,0,0,2
314130,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0
314140,0,4,8,13,18,9,6,8,6,6,5,7,5,3,4,2,13,3
314150,1,1,4,1,1,2,2,0,1,1,3,1,1,1,0,1,0,1
314160,2,5,3,5,2,6,1,2,3,1,4,4,2,3,2,0,1,2
314170,3,3,2,2,2,2,1,0,2,0,0,1,1,0,0,2,0,0
314180,3,14,16,7,13,10,17,14,5,7,11,16,6,8,8,7,4,5
314190,2,2,1,1,0,3,0,0,2,1,0,0,1,0,1,0,0,0
314200,5,2,4,0,3,4,7,0,4,1,2,0,2,1,1,2,2,4
314210,2,1,0,2,2,3,2,2,4,1,2,1,1,2,1,0,0,2
314220,2,1,1,1,5,1,4,4,4,0,1,1,1,2,2,2,3,1
314225,0,1,1,3,0,0,1,0,1,0,3,1,1,0,0,2,1,1
314230,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0
314240,1,1,1,1,1,2,4,1,1,1,4,1,2,0,2,0,2,0
314250,1,1,2,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0
314260,2,3,2,1,1,1,0,3,1,2,1,2,2,2,0,1,0,2
314270,0,6,10,12,6,2,0,3,5,3,5,4,2,1,2,3,1,1
314280,3,3,3,3,1,1,2,0,2,6,2,2,3,7,2,1,2,2
314290,3,7,9,7,4,5,3,2,5,2,4,6,5,1,4,4,3,5
314300,6,6,5,3,2,2,5,3,5,3,1,3,2,0,1,3,3,1
314310,17,16,12,10,12,7,6,12,8,7,9,7,7,4,5,10,6,9
314315,0,0,0,2,2,3,2,0,1,1,1,1,2,1,1,1,3,0
314320,7,7,4,8,4,2,6,2,4,0,5,1,3,2,3,5,2,3
314340,4,7,5,4,3,3,1,1,3,3,0,3,1,1,2,2,3,2
314330,128,126,110,88,82,87,94,72,63,63,65,59,65,76,62,68,81,62
314345,1,1,1,1,2,1,3,2,3,3,2,2,2,0,1,0,0,1
314350,3,2,2,2,2,3,2,2,2,2,0,2,2,1,1,0,1,2
314360,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,1
314370,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
314380,3,4,1,1,0,0,1,2,2,0,1,0,0,1,1,0,1,2
314390,31,31,24,36,32,28,28,26,25,23,23,19,17,17,9,12,15,9
314400,9,9,7,8,12,2,11,7,5,3,3,5,4,3,4,2,3,1
314410,6,10,8,7,1,1,7,1,4,2,1,1,3,6,0,1,3,1
314420,2,0,0,0,0,1,2,1,2,1,0,0,1,0,1,1,1,1
314430,13,18,10,9,17,15,15,19,18,12,6,9,4,6,7,7,5,4
314435,3,1,2,1,2,0,2,0,1,2,3,0,0,0,0,2,2,1
314437,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0
314440,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
314450,1,0,2,2,1,1,3,2,5,2,0,0,0,2,1,1,0,1
314460,10,3,7,7,6,3,3,4,5,5,3,4,5,4,8,5,7,5
314465,0,1,0,0,1,0,1,1,0,0,2,1,2,2,4,0,2,1
314467,0,2,2,4,2,3,1,0,1,2,0,0,0,0,0,3,0,0
314470,8,7,7,3,6,8,4,5,2,1,2,1,3,3,4,5,4,1
314480,14,25,13,17,12,14,13,15,13,11,14,13,15,7,9,14,16,12
314490,1,0,0,3,1,1,2,1,0,0,1,0,1,1,0,1,1,0
314500,4,2,1,2,4,1,2,3,4,0,1,0,1,0,1,2,2,7
314505,4,1,2,2,0,6,2,1,1,3,1,1,2,1,1,1,1,3
314510,3,4,3,3,1,1,0,3,3,0,3,0,1,1,1,0,2,0
314520,12,14,19,17,18,23,17,14,22,18,18,25,19,19,12,15,18,20
313660,1,3,3,2,1,3,0,2,3,0,3,1,0,0,2,0,1,0
314530,1,12,13,14,16,19,21,13,14,11,9,14,16,7,4,1,6,2
314535,0,1,2,4,3,1,7,8,3,3,0,1,2,3,2,5,1,3
314537,0,0,1,1,0,0,1,0,1,0,1,3,0,0,0,0,0,1
314540,0,2,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,1
314545,0,3,1,4,1,2,0,1,2,1,1,1,0,0,2,0,2,1
314550,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
314560,12,13,18,10,12,9,5,8,8,3,5,5,2,2,4,4,3,4
314570,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0
314580,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
314585,1,2,0,0,1,0,2,1,0,1,0,0,1,0,1,2,2,0
314587,3,2,2,5,2,4,1,4,4,1,2,1,4,4,1,1,2,2
314590,7,6,9,5,5,11,3,8,8,14,7,10,6,6,3,10,3,7
314600,5,12,2,7,6,2,1,3,6,3,2,4,4,5,3,5,6,6
314610,28,40,32,21,17,15,23,16,14,13,8,12,9,7,9,7,6,13
314620,3,2,3,1,2,5,5,2,3,3,2,0,2,3,2,2,1,2
314625,0,0,0,0,0,3,3,0,1,2,0,0,0,1,2,1,0,2
314630,5,6,19,15,10,13,12,11,8,10,2,5,6,3,3,8,5,4
314655,1,3,1,0,1,2,1,0,1,2,1,2,1,2,2,0,2,1
314640,0,0,0,0,2,3,1,0,1,0,2,0,0,1,0,0,2,0
314650,1,4,4,1,0,3,2,1,0,1,2,0,1,0,1,0,0,1
314660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
314670,0,4,3,1,3,1,1,1,2,0,0,0,0,0,1,1,1,0
314675,0,7,1,4,5,3,2,4,0,1,1,2,1,1,1,2,1,0
314690,2,6,4,7,11,3,3,6,2,2,1,3,3,0,2,3,1,3
314710,24,33,13,23,23,22,14,14,13,10,10,8,21,17,12,9,10,10
314700,25,15,17,19,28,27,27,15,19,20,11,12,12,14,13,23,18,23
314720,2,8,2,4,3,1,1,2,2,0,2,6,5,3,4,3,2,6
314730,8,8,7,4,1,1,6,3,2,4,4,1,2,1,3,0,0,0
314740,5,8,5,5,6,7,5,5,2,2,1,4,2,6,2,3,4,1
314760,4,4,4,5,6,3,12,0,3,4,2,2,2,1,2,1,6,3
314770,1,3,2,0,0,0,1,3,4,1,0,0,2,2,0,0,2,1
314780,2,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,1,0
314750,0,1,1,1,2,0,1,0,0,1,1,0,0,0,0,0,1,0
314790,51,34,22,15,23,19,17,13,17,10,13,19,13,10,21,19,17,14
314795,0,4,0,1,1,0,1,1,1,2,1,2,3,1,0,0,1,0
314800,44,37,37,37,24,27,22,21,18,16,18,22,20,16,23,22,20,24
314810,31,32,26,19,24,21,20,19,21,16,11,5,12,12,12,14,13,15
314820,2,0,0,0,1,0,0,0,1,2,1,2,0,0,1,0,0,0
314830,2,3,2,2,0,2,1,2,2,0,2,0,0,2,6,0,2,1
314840,4,5,3,1,1,1,3,0,1,0,1,2,2,3,0,1,0,0
314850,0,2,3,5,8,2,4,1,3,2,1,3,2,3,2,0,2,0
314860,9,11,6,9,6,6,9,5,10,7,5,0,2,2,2,1,3,4
314870,15,8,20,19,12,19,17,13,11,9,8,9,14,8,4,6,3,5
314875,7,3,3,7,3,5,1,4,1,1,2,3,3,0,1,3,1,1
314880,0,0,0,2,1,2,0,1,1,0,2,1,0,0,0,2,0,1
314890,2,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
314900,1,0,0,2,1,1,0,0,0,1,1,0,0,1,1,0,1,1
314910,7,7,5,2,2,3,5,1,3,1,5,0,2,1,1,1,2,0
314915,2,3,1,2,4,6,2,4,3,3,1,0,2,2,1,3,3,0
314920,1,1,1,1,1,1,0,0,0,1,1,0,0,2,0,0,0,1
314930,19,11,14,18,3,12,9,16,6,16,14,4,9,8,7,6,10,6
314940,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
314950,1,0,2,1,0,1,0,0,1,1,0,3,0,0,0,1,0,0
314960,1,0,1,1,2,4,2,2,0,1,0,2,0,1,0,0,0,0
314970,0,0,2,0,1,3,1,1,1,3,4,3,1,0,2,0,1,0
314980,5,1,7,1,3,2,2,2,4,3,3,2,3,4,3,2,4,4
314990,5,6,5,6,5,4,1,4,3,5,2,4,3,4,5,1,3,3
314995,2,3,2,1,5,1,1,1,2,2,2,1,2,2,1,0,0,0
315000,0,0,0,1,1,1,4,2,1,0,0,0,0,0,1,2,0,4
315010,2,2,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1
315015,5,3,1,6,2,5,1,4,1,2,2,0,0,1,3,2,5,0
315020,2,1,1,2,3,1,1,0,1,1,1,2,0,0,1,0,1,0
315030,1,2,0,2,1,0,0,0,3,0,1,0,1,0,0,0,1,3
315040,3,1,0,0,0,0,0,2,0,1,2,3,0,1,2,0,0,1
315050,3,2,0,1,1,3,0,2,0,0,2,0,2,1,1,0,0,0
315053,2,0,1,1,1,3,2,0,1,1,1,0,0,1,0,0,1,0
315057,0,1,1,3,3,1,1,2,1,1,0,2,2,1,4,3,3,0
315060,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
315070,0,0,0,0,0,1,0,1,0,0,2,2,1,3,0,4,2,0
315080,17,9,8,7,5,3,2,2,6,3,3,1,2,3,3,2,2,2
315090,0,0,1,0,0,1,1,0,1,0,2,0,1,3,2,1,0,0
315100,1,0,2,2,0,0,1,0,3,1,3,1,2,0,3,1,0,1
315110,0,7,1,2,2,3,5,4,3,0,1,3,2,2,3,3,1,2
315120,22,13,10,30,26,28,16,13,16,16,10,17,11,8,12,9,9,8
315130,0,3,0,0,3,2,1,2,0,3,1,2,3,3,3,2,1,0
315140,18,7,6,15,7,5,6,1,3,10,5,7,7,2,2,6,3,6
315150,10,13,11,7,6,7,3,4,8,4,5,13,4,7,4,3,2,5
315160,1,0,2,0,1,0,0,1,5,0,0,4,1,1,2,0,2,2
315170,3,4,4,5,4,2,3,4,1,0,0,0,0,3,0,2,1,2
315180,37,33,25,24,22,21,23,17,21,28,19,15,14,22,15,20,10,21
315190,4,5,2,1,6,4,1,4,3,1,1,4,1,0,0,1,2,2
315200,15,15,10,7,7,11,14,9,9,11,5,5,7,8,3,5,7,5
315210,15,17,13,11,12,6,10,14,7,9,7,3,13,9,10,8,9,7
315213,0,0,1,1,1,1,1,1,2,0,0,1,4,1,0,1,0,1
315217,1,2,3,4,5,2,4,7,2,6,3,2,3,0,3,2,3,2
315220,12,9,13,10,8,6,11,3,5,7,5,6,7,9,6,4,3,3
315230,2,4,2,3,2,4,1,1,1,4,0,2,0,1,1,1,0,2
315240,4,2,9,1,8,6,2,2,6,5,1,7,1,3,4,2,2,1
315250,41,33,39,25,23,22,22,24,22,29,20,28,29,19,24,27,28,16
315260,5,2,0,0,0,1,2,3,0,1,1,0,2,1,0,0,0,0
315270,0,2,1,1,2,2,1,3,1,0,3,1,1,5,1,1,2,2
315280,5,0,5,5,3,2,4,8,2,6,4,0,5,5,2,2,5,7
315290,1,0,1,1,1,0,1,0,2,1,1,1,1,0,0,2,1,2
315300,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
315310,5,1,2,3,0,2,4,0,3,1,1,0,0,0,1,0,1,0
315320,1,1,1,1,0,1,2,2,2,3,0,0,2,1,0,0,0,1
315330,1,1,1,0,1,0,1,2,1,1,1,0,1,2,1,0,0,1
315340,6,2,3,4,6,9,5,1,2,1,0,5,1,1,1,3,4,2
315360,5,3,3,0,5,3,1,3,4,0,5,4,4,3,1,3,1,0
315370,0,1,2,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0
315380,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
315390,1,5,4,2,3,4,4,1,0,4,2,1,5,1,2,1,4,4
315400,4,8,7,11,5,3,7,3,7,3,1,5,5,2,3,2,3,3
315410,2,0,0,4,1,0,4,2,3,0,2,1,1,1,1,1,2,1
315415,3,2,3,4,2,2,9,2,2,2,0,3,0,2,0,2,0,0
315420,5,1,2,8,1,3,2,3,3,3,0,2,1,5,1,1,1,3
315430,8,5,7,5,2,4,7,3,5,5,3,6,7,10,4,6,3,4
315440,2,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0
315445,1,0,3,2,1,0,0,1,2,1,0,0,4,0,0,0,1,1
315450,2,2,4,2,3,5,0,0,5,1,3,2,0,8,0,3,0,2
315460,115,114,101,91,85,68,65,61,47,52,55,39,57,60,50,59,45,36
315470,1,0,0,2,2,0,0,2,0,0,0,1,0,0,0,2,1,1
315480,3,1,4,2,5,1,4,0,2,1,4,1,4,1,3,2,0,2
315490,6,6,9,4,3,3,3,1,6,2,3,3,1,3,1,1,4,1
315510,1,2,1,5,0,2,2,2,0,1,1,2,3,2,0,1,1,1
315500,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
315520,3,0,4,3,2,1,2,1,1,0,1,1,1,0,1,1,3,0
315530,1,0,0,2,1,1,0,0,1,0,0,0,2,0,1,0,0,0
315540,5,4,2,1,1,6,1,3,1,0,3,1,2,0,0,1,0,0
315550,1,3,4,3,1,2,3,1,0,4,5,1,0,0,3,0,2,0
315560,5,4,9,11,16,11,5,7,0,2,4,14,6,5,4,3,4,3
315570,5,10,2,6,4,4,1,1,3,2,5,3,2,1,0,0,2,0
315580,11,5,6,4,6,5,3,5,1,3,1,1,3,1,3,4,3,3
315590,0,1,3,2,0,1,3,1,1,1,0,1,0,2,1,1,0,2
315600,7,7,3,7,6,11,3,5,6,6,5,1,4,4,1,2,3,0
315610,3,0,1,3,1,2,1,2,1,0,0,0,1,0,0,0,1,0
315620,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
315630,1,2,2,0,1,0,2,0,1,3,2,1,1,2,1,2,1,2
315640,0,1,0,3,1,1,1,1,0,0,0,0,3,0,0,1,0,1
315645,1,2,0,3,1,1,2,0,4,1,0,1,2,1,0,2,0,2
315650,1,0,1,3,0,2,0,1,2,2,1,0,1,0,1,1,1,2
315660,6,3,4,3,5,6,0,7,4,4,2,4,4,2,4,3,2,3
315670,58,39,38,44,26,30,33,24,18,17,29,21,16,31,19,17,18,29
315680,4,9,6,7,7,2,7,3,11,8,5,4,1,8,5,3,1,5
315690,2,5,2,8,7,7,4,7,8,2,1,3,2,4,4,2,4,0
315700,10,4,7,13,15,11,7,9,9,5,11,11,7,7,7,3,8,5
315710,2,4,4,1,0,3,1,2,1,9,1,5,3,4,2,0,2,2
315720,8,12,6,10,5,11,6,6,6,8,3,5,2,3,5,7,4,6
315725,5,6,4,4,4,2,2,1,2,1,0,0,2,0,3,1,1,1
315727,0,3,2,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
315730,2,2,1,0,1,2,1,1,0,1,0,3,1,0,0,1,0,1
315733,2,3,3,5,4,2,2,3,2,2,2,1,1,2,0,1,2,1
315737,1,1,1,0,2,0,2,0,3,1,0,2,0,1,0,0,0,0
315740,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
315750,1,2,0,2,2,5,4,1,1,0,2,2,1,1,0,2,1,1
315760,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0
315765,1,1,1,1,7,7,2,6,4,5,7,2,2,4,4,1,1,1
315770,1,2,1,0,1,1,1,1,2,1,0,4,2,1,3,3,2,2
315780,114,69,60,59,65,62,38,32,45,40,32,29,34,37,37,32,25,31
315790,8,8,7,4,5,7,9,5,6,6,6,6,4,4,2,1,2,3
315800,5,2,3,4,4,2,6,1,2,1,0,3,2,2,3,1,2,2
315810,1,1,0,1,1,0,1,2,2,3,2,4,2,2,0,0,0,1
315820,8,9,6,8,10,4,3,5,2,3,1,5,3,3,0,4,1,3
315920,1,0,2,1,0,0,1,2,0,1,0,1,2,1,1,1,0,1
315940,3,2,1,0,1,0,3,1,0,0,0,0,0,2,2,2,1,0
315930,2,1,3,1,0,0,0,2,2,1,0,0,1,2,1,2,0,0
315935,6,7,3,1,2,4,3,5,0,3,0,0,3,1,3,1,0,3
315950,0,0,1,0,1,2,5,2,2,0,1,2,0,0,0,2,0,2
315960,6,6,12,5,13,4,5,3,10,7,4,3,3,12,6,3,6,3
315970,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0
315980,1,3,1,3,3,3,1,0,2,2,3,2,5,4,1,2,2,5
315830,2,0,2,2,0,2,0,2,1,0,2,1,2,2,1,1,0,0
315840,1,0,0,1,1,0,1,0,0,0,1,1,2,0,1,0,1,0
315850,1,5,4,1,3,4,4,1,3,1,0,2,3,1,0,0,1,0
315860,2,2,1,1,0,1,2,1,0,1,0,0,0,0,0,0,1,0
315870,1,0,0,0,2,0,0,1,3,1,0,1,1,0,1,0,1,0
315880,0,3,2,0,2,2,0,1,0,0,1,0,0,0,1,0,1,1
315890,6,3,2,2,4,5,4,2,3,2,1,2,2,3,3,0,5,2
315895,7,8,4,4,2,3,6,1,5,4,3,8,2,1,6,8,6,2
315900,0,0,2,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1
315910,2,2,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0
315990,14,6,6,3,3,9,11,0,1,0,1,11,3,0,2,4,0,2
316000,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
316010,1,2,1,0,1,1,0,1,0,1,2,0,4,1,0,0,0,0
316020,1,2,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
316030,1,1,3,1,0,0,3,5,3,1,3,3,3,1,0,5,0,0
316040,5,7,8,8,6,3,3,7,5,0,0,5,2,2,2,3,2,1
316045,1,1,0,4,4,2,1,1,3,1,1,2,0,1,1,1,1,0
316050,1,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0
316060,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
316070,14,15,16,14,9,16,20,11,12,13,12,5,12,6,15,3,6,7
316080,7,1,2,0,5,1,2,3,0,1,0,3,1,0,1,1,0,1
316090,1,1,1,2,0,0,0,0,2,0,0,0,1,1,0,0,1,0
316095,1,0,2,3,0,1,3,0,2,3,0,5,1,0,1,1,0,0
316100,8,2,9,4,2,4,2,0,4,1,3,3,5,1,3,0,2,3
316105,3,2,0,0,2,0,1,1,0,1,2,1,0,2,0,1,1,1
